city,state,zip_code,price,bed,bath,house_size,street,monthly_rent,monthly_cashflow,roi_pct,annual_tax,total_invested,investment_score,grade,appreciation_score,voucher_demand_score
Cleveland,Ohio,44115.0,159000.0,3,2.0,2974.0,759318.0,1598.0,972.2,31.9,4165.8,36570.0,4.05,F,6.0,7.5
Cleveland,Ohio,44120.0,70000.0,3,2.0,1051.0,996811.0,1598.0,1277.77,95.24,1834.0,16100.0,4.97,F,6.0,7.5
Cleveland,Ohio,44128.0,109900.0,3,1.0,1592.0,1166274.0,1598.0,1140.78,54.16,2879.38,25277.0,4.42,F,6.0,7.5
Cleveland,Ohio,44106.0,354232.0,3,3.0,1505.0,717930.0,1598.0,301.9,4.45,9280.88,81473.36,3.27,F,6.0,7.5
Cleveland,Ohio,44106.0,353699.0,3,3.0,1505.0,717551.0,1598.0,303.73,4.48,9266.91,81350.77,3.27,F,6.0,7.5
Cleveland,Ohio,44144.0,145000.0,4,2.0,3429.0,1298753.0,1598.0,1020.27,36.71,3799.0,33350.0,4.14,F,6.0,7.5
Cleveland,Ohio,44111.0,115000.0,3,2.0,1249.0,109486.0,1598.0,1123.27,50.96,3013.0,26450.0,4.37,F,6.0,7.5
Cleveland,Ohio,44109.0,124900.0,4,2.0,2028.0,971545.0,1598.0,1089.28,45.5,3272.38,28727.0,4.29,F,6.0,7.5
Cleveland,Ohio,44114.0,689900.0,3,5.0,2527.0,348928.0,1598.0,-850.56,-6.43,18075.38,158677.0,2.32,F,6.0,7.5
Cleveland,Ohio,44114.0,663900.0,3,5.0,2472.0,353849.0,1598.0,-761.29,-5.98,17394.18,152697.0,2.39,F,6.0,7.5
Cleveland,Ohio,44120.0,64000.0,4,2.0,3680.0,1070900.0,1598.0,1298.37,105.85,1676.8,14720.0,5.11,D,6.0,7.5
Cleveland,Ohio,44128.0,70000.0,4,2.0,2468.0,367545.0,1598.0,1277.77,95.24,1834.0,16100.0,4.97,F,6.0,7.5
Cleveland,Ohio,44135.0,69000.0,2,2.0,696.0,1244025.0,1267.0,966.75,73.1,1807.8,15870.0,4.5,F,6.0,7.5
Cleveland,Ohio,44128.0,54900.0,4,1.0,1508.0,379540.0,1598.0,1329.61,126.36,1438.38,12627.0,5.35,D,6.0,7.5
Cleveland,Ohio,44108.0,79900.0,4,2.0,2432.0,102977.0,1598.0,1243.78,81.22,2093.38,18377.0,4.79,F,6.0,7.5
Cleveland,Ohio,44120.0,89900.0,4,2.0,3012.0,1084757.0,1598.0,1209.44,70.19,2355.38,20677.0,4.65,F,6.0,7.5
Cleveland,Ohio,44106.0,399000.0,3,3.0,1863.0,187922.0,1598.0,148.2,1.94,10453.8,91770.0,3.13,F,6.0,7.5
Cleveland,Ohio,44120.0,69000.0,3,1.0,1800.0,1048189.0,1598.0,1281.2,96.88,1807.8,15870.0,4.99,F,6.0,7.5
Cleveland,Ohio,44120.0,78000.0,4,2.0,3072.0,896339.0,1598.0,1250.3,83.63,2043.6,17940.0,4.83,F,6.0,7.5
Cleveland,Ohio,44111.0,89900.0,2,1.0,1071.0,995599.0,1267.0,894.99,51.94,2355.38,20677.0,4.22,F,6.0,7.5
Cleveland,Ohio,44109.0,194900.0,3,2.0,1738.0,50785.0,1598.0,848.94,22.73,5106.38,44827.0,3.86,F,6.0,7.5
Cleveland,Ohio,44109.0,139999.0,4,2.0,3160.0,1175770.0,1598.0,1037.44,38.66,3667.97,32199.77,4.17,F,6.0,7.5
Cleveland,Ohio,44113.0,513500.0,3,3.0,1800.0,615281.0,1598.0,-244.92,-2.49,13453.7,118105.0,2.8,F,6.0,7.5
Cleveland,Ohio,44113.0,434900.0,2,3.0,1419.0,1214637.0,1267.0,-289.51,-3.47,11394.38,100027.0,2.75,F,6.0,7.5
Cleveland,Ohio,44114.0,697295.0,3,5.0,2527.0,357398.0,1598.0,-875.95,-6.55,18269.13,160377.85,2.3,F,6.0,7.5
Cleveland,Ohio,44113.0,698500.0,3,4.0,2400.0,670963.0,1598.0,-880.08,-6.57,18300.7,160655.0,2.29,F,6.0,7.5
Cleveland,Ohio,44128.0,89900.0,3,1.0,1273.0,509974.0,1598.0,1209.44,70.19,2355.38,20677.0,4.65,F,6.0,7.5
Cleveland,Ohio,44120.0,67400.0,4,2.0,2200.0,1031562.0,1598.0,1286.69,99.6,1765.88,15502.0,5.03,D,6.0,7.5
Cleveland,Ohio,44111.0,110000.0,4,2.0,3669.0,71028.0,1598.0,1140.43,54.09,2882.0,25300.0,4.42,F,6.0,7.5
Cleveland,Ohio,44111.0,125000.0,3,2.0,1701.0,971402.0,1598.0,1088.93,45.45,3275.0,28750.0,4.29,F,6.0,7.5
Cleveland,Ohio,44135.0,95000.0,3,2.0,984.0,231437.0,1598.0,1191.93,65.46,2489.0,21850.0,4.58,F,6.0,7.5
Cleveland,Ohio,44128.0,70000.0,4,2.0,1797.0,1179246.0,1598.0,1277.77,95.24,1834.0,16100.0,4.97,F,6.0,7.5
Cleveland,Ohio,44111.0,185000.0,4,2.0,2072.0,965828.0,1598.0,882.93,24.9,4847.0,42550.0,3.91,F,6.0,7.5
Cleveland,Ohio,44108.0,112000.0,4,2.0,2400.0,1233168.0,1598.0,1133.57,52.81,2934.4,25760.0,4.4,F,6.0,7.5
Cleveland,Ohio,44113.0,458320.0,2,3.0,1671.0,1070805.0,1267.0,-369.92,-4.21,12007.98,105413.6,2.69,F,6.0,7.5
Cleveland,Ohio,44110.0,63100.0,4,2.0,2060.0,147498.0,1598.0,1301.46,107.61,1653.22,14513.0,5.13,D,6.0,7.5
Cleveland,Ohio,44109.0,89900.0,4,2.0,3131.0,1199658.0,1598.0,1209.44,70.19,2355.38,20677.0,4.65,F,6.0,7.5
Cleveland,Ohio,44106.0,394900.0,4,5.0,1850.0,95098.0,1598.0,162.28,2.14,10346.38,90827.0,3.14,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,315519.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,394900.0,4,5.0,1850.0,103015.0,1598.0,162.28,2.14,10346.38,90827.0,3.14,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,161397.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,339000.0,3,4.0,1400.0,364185.0,1598.0,354.2,5.45,8881.8,77970.0,3.32,F,6.0,7.5
Cleveland,Ohio,44106.0,339000.0,3,4.0,1400.0,373793.0,1598.0,354.2,5.45,8881.8,77970.0,3.32,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,310855.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,339000.0,3,4.0,1400.0,175931.0,1598.0,354.2,5.45,8881.8,77970.0,3.32,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,362479.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,80712.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,339000.0,3,4.0,1400.0,170491.0,1598.0,354.2,5.45,8881.8,77970.0,3.32,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,358993.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,339000.0,3,4.0,1400.0,372988.0,1598.0,354.2,5.45,8881.8,77970.0,3.32,F,6.0,7.5
Cleveland,Ohio,44135.0,108000.0,3,1.0,1734.0,310114.0,1598.0,1147.3,55.43,2829.6,24840.0,4.44,F,6.0,7.5
Cleveland,Ohio,44128.0,89000.0,3,2.0,1471.0,1149950.0,1598.0,1212.53,71.08,2331.8,20470.0,4.66,F,6.0,7.5
Cleveland,Ohio,44128.0,81900.0,3,2.0,1606.0,362387.0,1598.0,1236.91,78.8,2145.78,18837.0,4.76,F,6.0,7.5
Cleveland,Ohio,44135.0,159900.0,4,3.0,1697.0,188859.0,1598.0,969.11,31.62,4189.38,36777.0,4.05,F,6.0,7.5
Cleveland,Ohio,44111.0,134000.0,4,2.0,1560.0,1132420.0,1598.0,1058.03,41.2,3510.8,30820.0,4.22,F,6.0,7.5
Cleveland,Ohio,44111.0,105000.0,4,2.0,1526.0,162218.0,1598.0,1157.6,57.52,2751.0,24150.0,4.47,F,6.0,7.5
Cleveland,Ohio,44108.0,79900.0,4,2.0,2769.0,123147.0,1598.0,1243.78,81.22,2093.38,18377.0,4.79,F,6.0,7.5
Cleveland,Ohio,44120.0,155000.0,4,4.0,4120.0,1079780.0,1598.0,985.93,33.19,4061.0,35650.0,4.08,F,6.0,7.5
Cleveland,Ohio,44106.0,35000.0,3,2.0,1844.0,354551.0,1598.0,1397.93,208.39,917.0,8050.0,6.31,C,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,328017.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,684900.0,3,3.0,2499.0,145876.0,1598.0,-833.39,-6.35,17944.38,157527.0,2.33,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,318617.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,684900.0,3,3.0,2499.0,146031.0,1598.0,-833.39,-6.35,17944.38,157527.0,2.33,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,320452.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,394900.0,4,5.0,1850.0,153956.0,1598.0,162.28,2.14,10346.38,90827.0,3.14,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,316090.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,319000.0,3,3.0,1400.0,380846.0,1598.0,422.87,6.92,8357.8,73370.0,3.38,F,6.0,7.5
Cleveland,Ohio,44106.0,339000.0,3,4.0,1400.0,376069.0,1598.0,354.2,5.45,8881.8,77970.0,3.32,F,6.0,7.5
Cleveland,Ohio,44106.0,339000.0,3,4.0,1400.0,176088.0,1598.0,354.2,5.45,8881.8,77970.0,3.32,F,6.0,7.5
Cleveland,Ohio,44106.0,339000.0,3,4.0,1400.0,371440.0,1598.0,354.2,5.45,8881.8,77970.0,3.32,F,6.0,7.5
Cleveland,Ohio,44106.0,339000.0,3,4.0,1400.0,145835.0,1598.0,354.2,5.45,8881.8,77970.0,3.32,F,6.0,7.5
Cleveland,Ohio,44108.0,74900.0,4,3.0,3684.0,71212.0,1598.0,1260.94,87.83,1962.38,17227.0,4.88,F,6.0,7.5
Cleveland,Ohio,44120.0,60000.0,3,1.0,1080.0,1013630.0,1598.0,1312.1,114.1,1572.0,13800.0,5.21,D,6.0,7.5
Cleveland,Ohio,44108.0,47900.0,4,3.0,2707.0,1832876.0,1598.0,1353.64,147.44,1254.98,11017.0,5.6,D,6.0,7.5
Cleveland,Ohio,44127.0,45000.0,3,1.0,919.0,1324918.0,1598.0,1363.6,158.1,1179.0,10350.0,5.73,D,6.0,7.5
Cleveland,Ohio,44120.0,64500.0,4,2.0,1556.0,865417.0,1598.0,1296.65,104.89,1689.9,14835.0,5.09,D,6.0,7.5
Cleveland,Ohio,44120.0,81900.0,4,2.0,3087.0,1006369.0,1598.0,1236.91,78.8,2145.78,18837.0,4.76,F,6.0,7.5
Cleveland,Ohio,44106.0,80000.0,4,1.0,1537.0,340639.0,1598.0,1243.43,81.09,2096.0,18400.0,4.79,F,6.0,7.5
Cleveland,Ohio,44120.0,69000.0,4,2.0,1804.0,239096.0,1598.0,1281.2,96.88,1807.8,15870.0,4.99,F,6.0,7.5
Cleveland,Ohio,44120.0,65000.0,4,2.0,1989.0,297968.0,1598.0,1294.93,103.94,1703.0,14950.0,5.08,D,6.0,7.5
Cleveland,Ohio,44109.0,150000.0,4,2.0,2475.0,1125513.0,1598.0,1003.1,34.89,3930.0,34500.0,4.11,F,6.0,7.5
Cleveland,Ohio,44108.0,105000.0,4,3.0,2000.0,1554448.0,1598.0,1157.6,57.52,2751.0,24150.0,4.47,F,6.0,7.5
Cleveland,Ohio,44113.0,300000.0,1,2.0,965.0,1832333.0,1052.0,-30.6,-0.53,7860.0,69000.0,2.97,F,6.0,7.5
Cleveland,Ohio,44113.0,430000.0,1,2.0,1400.0,1832334.0,1052.0,-476.93,-5.79,11266.0,98900.0,2.59,F,6.0,7.5
Cleveland,Ohio,44111.0,95000.0,4,1.0,2168.0,346487.0,1598.0,1191.93,65.46,2489.0,21850.0,4.58,F,6.0,7.5
Cleveland,Ohio,44110.0,59000.0,4,2.0,2099.0,309020.0,1598.0,1315.53,116.33,1545.8,13570.0,5.23,D,6.0,7.5
Cleveland,Ohio,44120.0,82000.0,3,2.0,2000.0,319168.0,1598.0,1236.57,78.68,2148.4,18860.0,4.76,F,6.0,7.5
Cleveland,Ohio,44120.0,110000.0,4,2.0,3605.0,206911.0,1598.0,1140.43,54.09,2882.0,25300.0,4.42,F,6.0,7.5
Cleveland,Ohio,44109.0,109900.0,4,2.0,2355.0,1060792.0,1598.0,1140.78,54.16,2879.38,25277.0,4.42,F,6.0,7.5
Cleveland,Ohio,44135.0,167900.0,3,1.0,1290.0,1217115.0,1598.0,941.64,29.26,4398.98,38617.0,4.0,F,6.0,7.5
Cleveland,Ohio,44120.0,119500.0,3,2.0,1686.0,322635.0,1598.0,1107.82,48.37,3130.9,27485.0,4.33,F,6.0,7.5
Cleveland,Ohio,44144.0,135000.0,3,1.0,1227.0,1248647.0,1598.0,1054.6,40.76,3537.0,31050.0,4.21,F,6.0,7.5
Cleveland,Ohio,44144.0,124900.0,3,2.0,1888.0,1431374.0,1598.0,1089.28,45.5,3272.38,28727.0,4.29,F,6.0,7.5
Cleveland,Ohio,44106.0,605000.0,4,3.0,3776.0,683626.0,1598.0,-559.07,-4.82,15851.0,139150.0,2.54,F,6.0,7.5
Cleveland,Ohio,44109.0,324900.0,3,3.0,1959.0,1035303.0,1598.0,402.61,6.47,8512.38,74727.0,3.36,F,6.0,7.5
Cleveland,Ohio,44102.0,219900.0,4,2.0,2428.0,1533219.0,1598.0,763.11,18.11,5761.38,50577.0,3.75,F,6.0,7.5
Cleveland,Ohio,44106.0,124900.0,4,3.0,3304.0,546330.0,1598.0,1089.28,45.5,3272.38,28727.0,4.29,F,6.0,7.5
Cleveland,Ohio,44120.0,72500.0,4,2.0,2081.0,941448.0,1598.0,1269.18,91.34,1899.5,16675.0,4.92,F,6.0,7.5
Cleveland,Ohio,44120.0,78000.0,4,2.0,1641.0,1084618.0,1598.0,1250.3,83.63,2043.6,17940.0,4.83,F,6.0,7.5
Cleveland,Ohio,44106.0,439900.0,2,3.0,1780.0,424586.0,1267.0,-306.67,-3.64,11525.38,101177.0,2.74,F,6.0,7.5
Cleveland,Ohio,44113.0,492500.0,2,3.0,3099.0,726046.0,1267.0,-487.27,-5.16,12903.5,113275.0,2.59,F,6.0,7.5
Cleveland,Ohio,44120.0,225000.0,4,6.0,4263.0,291078.0,1598.0,745.6,17.29,5895.0,51750.0,3.73,F,6.0,7.5
Cleveland,Ohio,44111.0,80000.0,4,2.0,1443.0,357587.0,1598.0,1243.43,81.09,2096.0,18400.0,4.79,F,6.0,7.5
Cleveland,Ohio,44109.0,129990.0,4,3.0,2594.0,1120482.0,1598.0,1071.8,43.02,3405.74,29897.7,4.25,F,6.0,7.5
Cleveland,Ohio,44128.0,105000.0,3,1.0,1105.0,441605.0,1598.0,1157.6,57.52,2751.0,24150.0,4.47,F,6.0,7.5
Cleveland,Ohio,44128.0,76500.0,3,2.0,1008.0,1266181.0,1598.0,1255.45,85.62,2004.3,17595.0,4.85,F,6.0,7.5
Cleveland,Ohio,44120.0,71000.0,4,2.0,1701.0,314221.0,1598.0,1274.33,93.64,1860.2,16330.0,4.95,F,6.0,7.5
Cleveland,Ohio,44108.0,35400.0,3,2.0,1364.0,1516801.0,1598.0,1396.56,205.83,927.48,8142.0,6.28,C,6.0,7.5
Cleveland,Ohio,44120.0,69000.0,4,2.0,3192.0,205306.0,1598.0,1281.2,96.88,1807.8,15870.0,4.99,F,6.0,7.5
Cleveland,Ohio,44111.0,289500.0,4,2.0,1712.0,1067938.0,1598.0,524.15,9.45,7584.9,66585.0,3.48,F,6.0,7.5
Cleveland,Ohio,44128.0,50000.0,3,1.0,1242.0,420596.0,1598.0,1346.43,140.5,1310.0,11500.0,5.52,D,6.0,7.5
Cleveland,Ohio,44108.0,59000.0,4,2.0,2104.0,154679.0,1598.0,1315.53,116.33,1545.8,13570.0,5.23,D,6.0,7.5
Cleveland,Ohio,44135.0,115900.0,3,1.0,1044.0,304645.0,1598.0,1120.18,50.43,3036.58,26657.0,4.36,F,6.0,7.5
Cleveland,Ohio,44122.0,199990.0,3,2.0,1764.0,1205199.0,1598.0,831.47,21.69,5239.74,45997.7,3.84,F,6.0,7.5
Cleveland,Ohio,44111.0,139900.0,3,1.0,975.0,394172.0,1598.0,1037.78,38.7,3665.38,32177.0,4.18,F,6.0,7.5
Cleveland,Ohio,44109.0,120000.0,3,1.0,1176.0,1232131.0,1598.0,1106.1,48.09,3144.0,27600.0,4.33,F,6.0,7.5
Cleveland,Ohio,44109.0,98000.0,4,2.0,2754.0,618527.0,1598.0,1181.63,62.91,2567.6,22540.0,4.55,F,6.0,7.5
Cleveland,Ohio,44113.0,728925.0,3,6.0,2690.0,728126.0,1598.0,-984.54,-7.05,19097.83,167652.75,2.21,F,6.0,7.5
Cleveland,Ohio,44106.0,694900.0,3,3.0,2820.0,145788.0,1598.0,-867.72,-6.51,18206.38,159827.0,2.3,F,6.0,7.5
Cleveland,Ohio,44108.0,59500.0,3,2.0,924.0,1743335.0,1598.0,1313.82,115.2,1558.9,13685.0,5.22,D,6.0,7.5
Cleveland,Ohio,44108.0,35000.0,4,3.0,3249.0,246033.0,1598.0,1397.93,208.39,917.0,8050.0,6.31,C,6.0,7.5
Cleveland,Ohio,44111.0,185000.0,4,3.0,3471.0,1049556.0,1598.0,882.93,24.9,4847.0,42550.0,3.91,F,6.0,7.5
Cleveland,Ohio,44106.0,549000.0,4,5.0,3200.0,432208.0,1598.0,-366.8,-3.49,14383.8,126270.0,2.7,F,6.0,7.5
Cleveland,Ohio,44109.0,169900.0,3,2.0,1209.0,1232423.0,1598.0,934.78,28.71,4451.38,39077.0,3.99,F,6.0,7.5
Cleveland,Ohio,44108.0,70000.0,4,2.0,2560.0,1678365.0,1598.0,1277.77,95.24,1834.0,16100.0,4.97,F,6.0,7.5
Cleveland,Ohio,44109.0,125000.0,3,1.0,1168.0,343153.0,1598.0,1088.93,45.45,3275.0,28750.0,4.29,F,6.0,7.5
Cleveland,Ohio,44111.0,148000.0,3,2.0,1212.0,1094240.0,1598.0,1009.97,35.6,3877.6,34040.0,4.12,F,6.0,7.5
Cleveland,Ohio,44109.0,155000.0,4,2.0,2400.0,1018069.0,1598.0,985.93,33.19,4061.0,35650.0,4.08,F,6.0,7.5
Cleveland,Ohio,44113.0,525000.0,3,4.0,2967.0,675682.0,1598.0,-284.4,-2.83,13755.0,120750.0,2.76,F,6.0,7.5
Cleveland,Ohio,44109.0,49900.0,3,1.0,,1133153.0,1598.0,1346.78,140.81,1307.38,11477.0,5.53,D,6.0,7.5
Cleveland,Ohio,44128.0,54900.0,4,2.0,2194.0,367335.0,1598.0,1329.61,126.36,1438.38,12627.0,5.35,D,6.0,7.5
Cleveland,Ohio,44120.0,84900.0,4,2.0,3066.0,1023403.0,1598.0,1226.61,75.38,2224.38,19527.0,4.72,F,6.0,7.5
Cleveland,Ohio,44135.0,115000.0,3,1.0,1890.0,309588.0,1598.0,1123.27,50.96,3013.0,26450.0,4.37,F,6.0,7.5
Cleveland,Ohio,44128.0,50498.0,3,1.0,,720823.0,1598.0,1344.72,138.94,1323.05,11614.54,5.5,D,6.0,7.5
Cleveland,Ohio,44128.0,112800.0,3,2.0,1738.0,1183247.0,1598.0,1130.82,52.3,2955.36,25944.0,4.39,F,6.0,7.5
Cleveland,Ohio,44108.0,113000.0,4,2.0,2351.0,1772089.0,1598.0,1130.13,52.18,2960.6,25990.0,4.39,F,6.0,7.5
Cleveland,Ohio,44111.0,165000.0,3,2.0,1296.0,1102352.0,1598.0,951.6,30.09,4323.0,37950.0,4.02,F,6.0,7.5
Cleveland,Ohio,44113.0,179900.0,2,2.0,1083.0,710484.0,1267.0,585.99,16.99,4713.38,41377.0,3.61,F,6.0,7.5
Cleveland,Ohio,44109.0,67900.0,3,1.0,2111.0,1247604.0,1598.0,1284.98,98.74,1778.98,15617.0,5.02,D,6.0,7.5
Cleveland,Ohio,44144.0,149900.0,3,2.0,1460.0,1542115.0,1598.0,1003.44,34.93,3927.38,34477.0,4.11,F,6.0,7.5
Cleveland,Ohio,44111.0,84990.0,2,1.0,687.0,345165.0,1267.0,911.85,55.98,2226.74,19547.7,4.28,F,6.0,7.5
Cleveland,Ohio,44111.0,70000.0,4,3.0,2840.0,980413.0,1598.0,1277.77,95.24,1834.0,16100.0,4.97,F,6.0,7.5
Cleveland,Ohio,44120.0,70000.0,4,2.0,,1061203.0,1598.0,1277.77,95.24,1834.0,16100.0,4.97,F,6.0,7.5
Cleveland,Ohio,44111.0,109999.0,3,1.0,1600.0,88643.0,1598.0,1140.44,54.09,2881.97,25299.77,4.42,F,6.0,7.5
Cleveland,Ohio,44108.0,59000.0,3,2.0,1628.0,23928.0,1598.0,1315.53,116.33,1545.8,13570.0,5.23,D,6.0,7.5
Cleveland,Ohio,44111.0,152000.0,3,1.0,2475.0,934435.0,1598.0,996.23,34.2,3982.4,34960.0,4.1,F,6.0,7.5
Cleveland,Ohio,44109.0,93000.0,3,2.0,1078.0,1176463.0,1598.0,1198.8,67.25,2436.6,21390.0,4.61,F,6.0,7.5
Cleveland,Ohio,44128.0,94500.0,3,1.0,1221.0,1173908.0,1598.0,1193.65,65.9,2475.9,21735.0,4.59,F,6.0,7.5
Cleveland,Ohio,44144.0,134700.0,4,1.0,1996.0,1226524.0,1598.0,1055.63,40.89,3529.14,30981.0,4.21,F,6.0,7.5
Cleveland,Ohio,44111.0,199900.0,3,2.0,1825.0,479533.0,1598.0,831.78,21.71,5237.38,45977.0,3.84,F,6.0,7.5
Cleveland,Ohio,44113.0,260000.0,2,1.0,1152.0,511635.0,1267.0,310.98,6.24,6812.0,59800.0,3.29,F,6.0,7.5
Cleveland,Ohio,44106.0,219000.0,2,1.0,1297.0,632114.0,1267.0,451.75,10.76,5737.8,50370.0,3.44,F,6.0,7.5
Cleveland,Ohio,44113.0,450000.0,2,2.0,1850.0,1572864.0,1267.0,-341.35,-3.96,11790.0,103500.0,2.71,F,6.0,7.5
Cleveland,Ohio,44102.0,514900.0,2,3.0,1900.0,1614007.0,1267.0,-564.17,-5.72,13490.38,118427.0,2.53,F,6.0,7.5
Cleveland,Ohio,44120.0,35000.0,4,2.0,1632.0,999112.0,1598.0,1397.93,208.39,917.0,8050.0,6.31,C,6.0,7.5
Cleveland,Ohio,44108.0,95000.0,4,3.0,,1786646.0,1598.0,1191.93,65.46,2489.0,21850.0,4.58,F,6.0,7.5
Cleveland,Ohio,44108.0,75000.0,4,2.0,4716.0,1753299.0,1598.0,1260.6,87.69,1965.0,17250.0,4.88,F,6.0,7.5
Cleveland,Ohio,44111.0,174900.0,4,3.0,1736.0,1049361.0,1598.0,917.61,27.37,4582.38,40227.0,3.96,F,6.0,7.5
Cleveland,Ohio,44120.0,95000.0,4,2.0,3663.0,1035493.0,1598.0,1191.93,65.46,2489.0,21850.0,4.58,F,6.0,7.5
Cleveland,Ohio,44108.0,50000.0,4,2.0,3688.0,51326.0,1598.0,1346.43,140.5,1310.0,11500.0,5.52,D,6.0,7.5
Cleveland,Ohio,44109.0,110000.0,3,2.0,1888.0,488553.0,1598.0,1140.43,54.09,2882.0,25300.0,4.42,F,6.0,7.5
Cleveland,Ohio,44109.0,99900.0,2,1.0,696.0,990854.0,1267.0,860.66,44.95,2617.38,22977.0,4.12,F,6.0,7.5
Cleveland,Ohio,44111.0,139000.0,3,1.0,1936.0,1048229.0,1598.0,1040.87,39.07,3641.8,31970.0,4.18,F,6.0,7.5
Cleveland,Ohio,44113.0,160000.0,4,3.0,1155.0,1060864.0,1598.0,968.77,31.59,4192.0,36800.0,4.05,F,6.0,7.5
Cleveland,Ohio,44109.0,154900.0,4,1.0,1605.0,1221094.0,1598.0,986.28,33.22,4058.38,35627.0,4.08,F,6.0,7.5
Cleveland,Ohio,44108.0,197900.0,4,2.0,2568.0,1818000.0,1598.0,838.64,22.11,5184.98,45517.0,3.85,F,6.0,7.5
Cleveland,Ohio,44113.0,240000.0,4,2.0,2233.0,1217163.0,1598.0,694.1,15.09,6288.0,55200.0,3.67,F,6.0,7.5
Cleveland,Ohio,44111.0,139900.0,4,2.0,1894.0,1050657.0,1598.0,1037.78,38.7,3665.38,32177.0,4.18,F,6.0,7.5
Cleveland,Ohio,44120.0,58500.0,1,1.0,966.0,431615.0,1052.0,798.55,71.22,1532.7,13455.0,4.36,F,6.0,7.5
Cleveland,Ohio,44109.0,52400.0,3,1.0,1850.0,1020887.0,1598.0,1338.19,133.24,1372.88,12052.0,5.44,D,6.0,7.5
Cleveland,Ohio,44108.0,75900.0,4,1.0,1961.0,1832802.0,1598.0,1257.51,86.44,1988.58,17457.0,4.86,F,6.0,7.5
Cleveland,Ohio,44113.0,279000.0,2,2.0,1136.0,235121.0,1267.0,245.75,4.6,7309.8,64170.0,3.23,F,6.0,7.5
Cleveland,Ohio,44118.0,329900.0,4,4.0,3800.0,832839.0,1598.0,385.44,6.1,8643.38,75877.0,3.35,F,6.0,7.5
Cleveland,Ohio,44109.0,72000.0,2,2.0,,1118221.0,1267.0,956.45,69.31,1886.4,16560.0,4.46,F,6.0,7.5
Cleveland,Ohio,44115.0,167500.0,1,1.0,784.0,125188.0,1052.0,424.32,13.22,4388.5,38525.0,3.45,F,6.0,7.5
Cleveland,Ohio,44109.0,329000.0,4,4.0,2526.0,1037016.0,1598.0,388.53,6.16,8619.8,75670.0,3.35,F,6.0,7.5
Cleveland,Ohio,44108.0,50000.0,3,1.0,,1704984.0,1598.0,1346.43,140.5,1310.0,11500.0,5.52,D,6.0,7.5
Cleveland,Ohio,44109.0,114900.0,3,1.0,1528.0,1220092.0,1598.0,1123.61,51.02,3010.38,26427.0,4.37,F,6.0,7.5
Cleveland,Ohio,44111.0,93000.0,2,2.0,1377.0,344352.0,1267.0,884.35,49.61,2436.6,21390.0,4.19,F,6.0,7.5
Cleveland,Ohio,44111.0,80000.0,3,2.0,2692.0,992621.0,1598.0,1243.43,81.09,2096.0,18400.0,4.79,F,6.0,7.5
Cleveland,Ohio,44144.0,68900.0,2,1.0,724.0,1234667.0,1267.0,967.09,73.23,1805.18,15847.0,4.51,F,6.0,7.5
Cleveland,Ohio,44128.0,55000.0,2,1.0,756.0,1100921.0,1267.0,1014.82,96.27,1441.0,12650.0,4.8,F,6.0,7.5
Cleveland,Ohio,44111.0,130000.0,4,2.0,2084.0,1077942.0,1598.0,1071.77,43.01,3406.0,29900.0,4.25,F,6.0,7.5
Cleveland,Ohio,44135.0,110000.0,3,1.0,1148.0,245414.0,1598.0,1140.43,54.09,2882.0,25300.0,4.42,F,6.0,7.5
Cleveland,Ohio,44111.0,245000.0,3,2.0,1348.0,375569.0,1598.0,676.93,14.42,6419.0,56350.0,3.65,F,6.0,7.5
